id,reputation,creationdate,displayname,views,upvotes,downvotes
723,298,2011-01-28,Will A,20,7,0
724,557,2011-01-28,Rowland Shaw,78,23,0
725,101,2011-01-28,devmorgan,2,0,0
726,101,2011-01-28,ykombinator,3,1,0
727,131,2011-01-28,Matthew Rankin,18,15,0
729,673,2011-01-28,Rik Heywood,18,2,0
731,101,2011-01-28,Sajad Bahmani,2,0,0
732,101,2011-01-28,Chris W,3,0,0
733,101,2011-01-28,Rory McCune,1,0,0
735,131,2011-01-29,CTKeane,1,16,0
736,408,2011-01-29,MarlonRibunal,72,19,3
737,151,2011-01-29,Kane,10,20,0
738,405,2011-01-29,AeroCross,20,1,0
740,135,2011-01-29,Tony Meyer,5,1,0
741,111,2011-01-30,pcapademic,3,0,0
742,121,2011-01-30,Rakshit Pai,11,0,0
744,101,2011-01-30,MGriesbach,1,0,0
745,101,2011-01-30,c4il,3,7,0
746,1048,2011-01-30,Cell-o,67,1,1
747,1,2011-01-30,nroam,3,0,0
748,101,2011-01-30,KevinDeus,2,2,0
750,101,2011-01-30,Peter Carrero,1,6,0
751,101,2011-01-30,dove,4,9,0
752,101,2011-01-31,Boris Daich,1,1,0
754,101,2011-01-31,Wang Dingwei,1,0,0
758,101,2011-01-31,William,1,3,0
759,131,2011-01-31,Brian Vander Plaats,4,23,0
761,185,2011-01-31,veljkoz,4,20,0
762,123,2011-01-31,Michael Mior,2,5,0
763,221,2011-02-01,zendar,10,0,0
765,101,2011-02-01,Adam Robinson,8,2,0
766,103,2011-02-01,Daisuke Shimamoto,1,18,0
767,456,2011-02-01,Ian Ringrose,60,82,8
768,101,2011-02-01,Zolomon,1,0,0
769,213,2011-02-01,fluf,10,9,0
770,263,2011-02-01,Wodin,9,10,0
771,101,2011-02-01,FriedWishes,3,0,0
772,101,2011-02-01,Justin C,6,5,0
773,111,2011-02-01,richard,15,5,0
774,103,2011-02-01,Rachel,12,4,0
776,398,2011-02-02,RockScience,24,10,1
777,101,2011-02-02,oracle certified professional,11,4,0
778,105,2011-02-02,diEcho,11,1,0
779,101,2011-02-02,Fábio Batista,2,6,0
781,101,2011-02-02,Manatherin,3,0,0
783,275,2011-02-02,Stu,37,13,2
784,123,2011-02-02,Nathan Garabedian,11,0,0
785,101,2011-02-02,John Fiala,1,2,0
786,675,2011-02-02,700 Software,60,10,0
788,101,2011-02-03,hlovdal,1,14,0
789,123,2011-02-03,oshirowanen,6,1,0
791,101,2011-02-03,lisak,3,0,0
792,323,2011-02-03,Mark McLaren,26,2,0
793,176,2011-02-03,keithwarren7,2,0,0
794,101,2011-02-03,Sergey,2,1,0
795,821,2011-02-03,rsteckly,40,1,0
796,101,2011-02-03,Sam,1,0,0
797,101,2011-02-03,Damon,4,1,0
799,101,2011-02-03,tawman,3,2,0
800,125,2011-02-03,Dan Atkinson,5,7,0
802,101,2011-02-03,IDisposable,4,5,0
805,713,2011-02-04,Thomas,40,5,0
807,8653,2011-02-04,marc_s,2019,1183,181
809,751,2011-02-04,Robert Miller,67,51,0
810,101,2011-02-04,Nellius,1,0,0
812,133,2011-02-04,Eldros,5,5,0
813,23,2011-02-04,Clownish Carnage,1,0,0
814,71,2011-02-04,jphofmann,7,1,0
815,111,2011-02-04,Bjoern,3,6,0
816,1961,2011-02-04,randomguy,29,3,0
817,101,2011-02-04,Leslie,1,0,0
818,101,2011-02-05,stribika,4,0,0
820,3345,2011-02-05,Andomar,177,51,1
821,101,2011-02-05,Wacek,1,3,0
825,151,2011-02-06,Kammy,3,0,0
826,266,2011-02-06,rvs,38,30,0
828,101,2011-02-06,Matten,4,1,0
829,101,2011-02-06,Josh,2,0,0
831,376,2011-02-07,mootinator,7,6,1
832,331,2011-02-07,Sualeh Fatehi,52,2,0
834,217,2011-02-07,Pondlife,36,19,4
835,101,2011-02-07,alvosu,2,0,0
837,101,2011-02-07,Peter L,3,0,0
838,101,2011-02-07,True Soft,2,1,0
839,101,2011-02-07,domoaringatoo,2,0,0
841,143,2011-02-07,Justin Obney,1,1,0
842,225,2011-02-08,Eric Liprandi,9,1,0
845,101,2011-02-08,Alexey,1,0,0
846,1,2011-02-08,Muthukkumaran Kaliyamoorthy,27,0,0
847,2555,2011-02-08,Alex Poole,428,298,2
848,176,2011-02-08,Tom Willwerth,5,14,0
849,101,2011-02-08,Sukotto,3,0,0
850,151,2011-02-08,Nodey The Node Guy,18,0,0
851,101,2011-02-08,mizar,3,0,0
852,101,2011-02-08,Thomas Kjørnes,3,0,0
853,101,2011-02-09,Alain Pannetier,9,15,0
854,221,2011-02-09,John,9,0,0
855,101,2011-02-09,Chris Cameron-Mills,3,2,0
858,101,2011-02-09,theist,3,1,0
859,269,2011-02-09,Sree,38,3,0
860,865,2011-02-09,Kyralessa,19,3,1
863,330,2011-02-09,Štefan Oravec,45,17,0
864,101,2011-02-10,MathiasWestin,1,2,0
866,183,2011-02-10,ralf.w.,5,2,0
867,101,2011-02-10,Chris,5,0,0
868,101,2011-02-10,Software Mechanic,1,0,0
870,101,2011-02-10,Tim Lentine,1,20,0
871,463,2011-02-10,Sean Kearon,10,1,0
872,211,2011-02-10,Alex,23,67,1
873,133,2011-02-10,NBJack,3,0,0
874,173,2011-02-10,Pranav Shah,22,14,0
875,101,2011-02-11,syaz,1,4,0
876,1105,2011-02-11,msi77,105,21,6
877,173138,2011-02-11,RolandoMySQLDBA,40646,14833,21
880,101,2011-02-11,santosh singh,2,1,0
881,101,2011-02-11,n s,2,2,0
882,101,2011-02-11,Eduardo Molteni,1,8,0
883,101,2011-02-11,Artiom Chilaru,5,0,0
884,101,2011-02-12,machinaut,3,0,0
886,617,2011-02-12,fa1c0n3r,109,58,0
889,131,2011-02-12,Calvin Froedge,5,0,0
892,355,2011-02-13,servermanfail,10,2,0
893,203,2011-02-13,eyalb,12,7,0
894,151,2011-02-13,Roman Pokrovskij,27,1,0
895,223,2011-02-13,nonezumi,7,0,0
897,101,2011-02-13,mauris,2,0,0
900,183,2011-02-14,The Disintegrator,3,4,0
901,1,2011-02-14,Arino,3,0,0
903,101,2011-02-14,Harold SOTA,3,1,0
904,101,2011-02-14,demonkoryu,1,3,0
905,103,2011-02-14,Harley,2,1,0
906,223,2011-02-14,Philip Lombardi,11,1,0
907,39,2011-02-14,Nebbs,12,0,0
909,101,2011-02-14,Alfred Myers,5,4,0
911,4418,2011-02-14,BillThor,150,29,2
912,205,2011-02-14,derobert,4,7,2
913,101,2011-02-14,Jeffrey,4,1,0
914,549,2011-02-15,Egalitarian,33,5,0
915,113,2011-02-15,NARKOZ,11,11,0
916,101,2011-02-15,ITHedgeHog,2,4,0
917,101,2011-02-15,Sankar Ganesh PMP,4,0,0
920,145,2011-02-15,Robert Harvey,32,13,2
922,441,2011-02-15,Aaronaught,23,1,1
924,99,2011-02-16,Vicsig,28,0,0
925,101,2011-02-16,Alvin Sim,2,0,0
926,101,2011-02-16,Chris Salij,4,0,0
928,133,2011-02-16,Jared S,7,0,0
929,101,2011-02-16,Alexis Dufrenoy,7,16,0
930,715,2011-02-16,Valien,31,19,0
931,1080,2011-02-16,Jonathan Kehayias,356,12,3
932,1529,2011-02-16,AliBZ,60,14,0
933,71,2011-02-17,Ddono25,2,0,0
935,101,2011-02-17,Thomas Vochten,4,0,0
936,113,2011-02-17,YouKnowWho,5,0,0
937,101,2011-02-17,gruszczy,12,3,0
939,101,2011-02-17,zeocrash,2,0,0
940,1066,2011-02-17,Derek Arnold,33,1,0
941,163,2011-02-17,littlefuzz,16,24,0
942,1,2011-02-17,dgorka,1,0,0
944,41,2011-02-17,JpMaxMan,17,0,0
949,166,2011-02-18,Rodrigo,4,3,0
950,1189,2011-02-18,KM.,28,28,1
951,101,2011-02-18,RTBarnard,1,0,0
952,101,2011-02-18,Ashish,1,0,0
953,6522,2011-02-18,ik_zelf,680,30,3
954,111,2011-02-18,Glen Solsberry,10,23,0
955,101,2011-02-18,Tamschi,2,0,0
956,101,2011-02-18,groovehunter,2,0,0
958,1,2011-02-18,Jason Merrill,1,0,0
959,223,2011-02-18,Scott Mayfield,11,2,0
960,101,2011-02-18,Robert Jeppesen,5,3,0
961,181,2011-02-18,Bryan Denny,12,16,0
964,101,2011-02-19,Brian Carlton,4,1,0
966,183,2011-02-19,SkinnyGeek1010,8,2,0
968,109,2011-02-19,CheeseConQueso,4,1,0
970,1232,2011-02-20,Gabe,51,266,2
971,101,2011-02-20,Alex Budovski,4,9,0
972,10319,2011-02-20,Adam Matan,313,112,0
973,6329,2011-02-20,DrColossos,190,58,1
974,101,2011-02-20,Paŭlo Ebermann,21,1,0
975,101,2011-02-20,Mark Cidade,3,1,0
976,1313,2011-02-20,Dave Rix,130,52,1
977,101,2011-02-20,Dave,3,0,0
978,165,2011-02-20,sunwukung,16,3,0
979,101,2011-02-21,Terence Ponce,1,0,0
980,133,2011-02-21,Ken,4,0,0
982,101,2011-02-21,Mike Hanson,1,0,0
983,263,2011-02-21,tomas.lang,13,0,0
984,101,2011-02-21,Nathan MacInnes,1,1,0
986,385,2011-02-21,Wayne E. Pfeffer,17,0,0
987,101,2011-02-21,kd7iwp,1,2,0
988,101,2011-02-21,Kartoch,1,6,0
989,101,2011-02-21,Tobu,7,0,0
990,347,2011-02-22,Harun,55,3,0
991,329,2011-02-22,Mahesh KP,13,5,0
992,101,2011-02-22,Andris,1,18,0
993,92779,2011-02-22,ypercubeᵀᴹ,11348,15774,1855
994,101,2011-02-22,Roman Kagan,2,0,0
996,101,2011-02-22,Mauro,4,2,0
1000,101,2011-02-23,Simon,7,0,0
1001,139,2011-02-23,Mitch Schroeter,20,0,0
1004,285,2011-02-23,Gandalf,39,6,0
1005,61,2011-02-23,Nico Botes,15,2,0
1007,241,2011-02-23,Robert Cutajar,19,3,0
1008,257,2011-02-23,brainydexter,13,8,0
1009,101,2011-02-23,toast,2,0,0
1012,1351,2011-02-23,db7,91,29,0
1015,101,2011-02-24,PaulP,1,0,0
1016,101,2011-02-24,Caleb,2,32,0
1018,101,2011-02-24,chryss,3,1,0
1019,101,2011-02-24,Jim,5,0,0
1020,348,2011-02-24,Ed Leighton-Dick,21,5,1
1021,313,2011-02-25,Bill the Lizard,30,109,3
1023,101,2011-02-25,Mikelangelo,2,0,0
1024,101,2011-02-25,Ewan Leith,4,2,0
1025,101,2011-02-25,Kevin Ross,2,0,0
1026,133,2011-02-25,ento,6,34,0
1027,241,2011-02-25,crosenblum,30,0,0
1028,101,2011-02-25,Anton Semenov,1,1,0
1029,101,2011-02-25,codeyoung,1,0,0
1030,308,2011-02-25,Daniel,14,12,1
1032,325,2011-02-25,JerryOL,13,26,0
1033,515,2011-02-25,Keith,38,34,0
1037,729,2011-02-25,Mark Harrison,109,27,0
1039,141,2011-02-26,William Jens,5,0,0
1040,101,2011-02-26,BLAKE,3,0,0
1043,429,2011-02-26,magnattic,16,12,0
1044,101,2011-02-26,michael,1,0,0
1045,164,2011-02-26,msanford,13,163,2
1047,1498,2011-02-27,Milen A. Radev,85,100,7
1048,139,2011-02-27,shk,24,3,0
1050,4078,2011-02-27,Walter Mitty,694,71,15
1051,153,2011-02-27,Jason,2,2,0
1053,311,2011-02-28,pooja,31,0,0
1054,205,2011-02-28,itsaboutcode,41,2,0
1055,183,2011-02-28,aPhilRa,14,0,0
1056,153,2011-02-28,Jishnu A P,21,0,0
1057,111,2011-02-28,Dave Costa,8,56,0
1058,101,2011-02-28,Michael,9,0,0
1059,101,2011-02-28,Richard,4,26,0
1061,113,2011-02-28,KallDrexx,3,8,0
1062,101,2011-03-01,Attilio,2,0,0
1063,121,2011-03-01,Jivlain,6,1,0
1064,10071,2011-03-01,Mike Sherrill Cat Recall,546,213,20
1066,101,2011-03-01,Frank Kalis,4,0,0
1067,103,2011-03-01,Paolo,13,35,0
1068,101,2011-03-01,onof,1,1,0
1069,101,2011-03-01,Jari,1,0,0
1071,101,2011-03-01,user931,3,4,0
1072,101,2011-03-01,Mert Nuhoglu,2,1,0
1074,2069,2011-03-01,Lumpy,97,35,0
1075,101,2011-03-01,Mvy,1,0,0
1076,1,2011-03-01,Shane-o,1,0,0
1077,101,2011-03-01,Dubmun,2,1,0
1078,336,2011-03-01,kozloski,12,116,0
1079,101,2011-03-02,vissi,1,6,0
1082,101,2011-03-02,plang,1,0,0
1083,101,2011-03-02,Joe Internet,2,4,0
1085,101,2011-03-02,Michael Paulukonis,1,2,0
1087,1,2011-03-02,jkneip,2,0,0
1089,161,2011-03-02,Stephanie Page,30,4,0
1090,121,2011-03-02,Marco Ceppi,3,2,0
1091,101,2011-03-03,suhprano,3,1,0
1092,171,2011-03-03,EEAA,12,1,0
1093,101,2011-03-03,stephbu,2,1,0
1094,126,2011-03-03,bw_üezi,2,0,0
1095,193,2011-03-03,Tomas Walek,5,10,0
1096,2502,2011-03-03,Peter Schofield,103,74,0
1097,332,2011-03-03,Benoit,52,38,1
1099,101,2011-03-03,Ced-le-pingouin,2,1,0
1100,103,2011-03-03,kodkod,9,9,0
1101,171,2011-03-04,Trevor Burnham,13,1,0
1103,101,2011-03-04,hobodave,3,4,0
1105,211,2011-03-04,michel-slm,17,3,0
1106,101,2011-03-04,lilott8,2,2,0
1107,303,2011-03-04,MAW74656,21,11,0
1108,2335,2011-03-04,Kyle Brandt,97,49,1
1109,101,2011-03-04,Ali,3,0,0
1110,101,2011-03-05,Dave Forgac,2,1,0
1111,7783,2011-03-05,Neil McGuigan,472,181,77
1112,121,2011-03-05,Philoxopher,2,1,0
1114,285,2011-03-05,radu c,19,8,0
1115,101,2011-03-05,ChrisBenyamin,1,0,0
1116,61,2011-03-05,C. Scott,2,0,0
1117,101,2011-03-06,Scott McClenning,1,0,0
1118,101,2011-03-06,JCotton,7,6,0
1120,521,2011-03-06,Synetech,24,7,0
1121,101,2011-03-06,Ralph Winters,7,0,0
1124,101,2011-03-07,kkeilman,1,3,0
1126,101,2011-03-07,indiguy,4,4,0
1128,309,2011-03-07,Brad Mace,22,35,2
1130,133,2011-03-07,o0.,6,19,0
1131,141,2011-03-08,johnc,4,7,0
1132,191,2011-03-08,bensiu,5,0,0
1133,101,2011-03-08,Mike Soule,3,0,0
1134,101,2011-03-08,Mahesh,2,0,0
1136,809,2011-03-08,5arx,46,20,0
1137,101,2011-03-08,Haim Evgi,3,6,0
1138,101,2011-03-08,Pablo,3,1,0
1139,121,2011-03-08,Furicane,6,0,0
1140,176,2011-03-08,dsegleau,7,0,0
1141,231,2011-03-08,SQL3D,18,33,0
1142,101,2011-03-09,Frank Hale,1,0,0
1143,101,2011-03-09,René Höhle,1,8,0
1144,101,2011-03-09,Amree,2,3,0
1145,121,2011-03-09,Clint Pachl,2,12,0
1147,101,2011-03-09,Adam Paynter,3,5,0
1148,101,2011-03-09,Tim Murphy,1,0,0
1152,196,2011-03-09,Shane Delmore,6,1,0
1154,101,2011-03-09,Vagif Verdi,2,0,0
1156,101,2011-03-09,rsc,9,96,0
1157,123,2011-03-10,mellamokb,43,18,0
1158,101,2011-03-10,Billious,2,12,0
1159,131,2011-03-10,altuzar,16,0,0
1160,346,2011-03-10,dba4life,17,6,0
1162,101,2011-03-10,Daniel,2,0,0
1163,101,2011-03-10,trusktr,1,1,0
1164,826,2011-03-10,Matthew Wood,9,9,0
1165,151,2011-03-10,Rob van Laarhoven,13,0,0
1166,1,2011-03-11,kjloh,5,0,0
1167,525,2011-03-11,Eye,39,26,0
1168,191,2011-03-11,Hi福气鱼,173,0,0
1170,1039,2011-03-11,paweloque,44,16,0
1171,151,2011-03-11,mikera,4,4,0
1172,515,2011-03-11,Cleankod,17,14,0
1173,367,2011-03-11,spencer7593,43,16,4
1174,330,2011-03-11,N West,20,23,2
1175,101,2011-03-11,Mark Richman,6,1,0
1176,101,2011-03-11,Adnan,5,5,0
1177,101,2011-03-11,user1686,5,6,0
1182,101,2011-03-12,Olli,5,2,0
1183,101,2011-03-12,Leah,25,382,0
1184,101,2011-03-12,Radu Caprescu,3,0,0
1185,119,2011-03-12,Galz,7,0,0
1186,176240,2011-03-12,Aaron Bertrand,20117,3904,2861
1187,101,2011-03-12,Kellenjb,1,0,0
1188,463,2011-03-13,Zoredache,48,9,0
1189,101,2011-03-13,Terry Bochaton,6,0,0
1190,23,2011-03-13,SQLrelict,6,0,0
1191,103,2011-03-13,jgbelacqua,2,2,0
1192,69632,2011-03-13,Paul White,23665,19968,9881
1193,561,2011-03-13,Mark Henderson,29,33,0
1194,101,2011-03-13,Petro Semeniuk,4,0,0
1196,706,2011-03-14,jkj,27,1,0
1197,289,2011-03-14,Chau,18,20,0
1198,533,2011-03-14,taudorf,46,27,0
1199,101,2011-03-14,Josh Glover,1,9,0
1200,263,2011-03-14,brad.v,12,5,0
1201,1052,2011-03-14,Nico,83,30,0
1202,1,2011-03-14,jerQ,3,0,0
1203,101,2011-03-14,surfasb,4,14,0
1205,193,2011-03-14,Carlo V. Dango,10,10,0
1208,101,2011-03-15,Canuteson,2,0,0
1210,1815,2011-03-15,tuseau,40,10,0
1211,101,2011-03-15,Karol J. Piczak,2,0,0
1212,101,2011-03-15,Misnomer,1,0,0
1214,113,2011-03-15,pgruetter,6,5,0
1215,131,2011-03-16,Carls Jr.,7,0,0
1217,383,2011-03-16,Lars Corneliussen,10,2,0
1218,36,2011-03-16,Machetero,3,1,0
1219,515,2011-03-16,Christopher Armstrong,64,8,0
1220,143,2011-03-16,mfinni,9,6,0
1224,193,2011-03-16,Wesley,11,8,0
1226,235,2011-03-17,Pure.Krome,20,64,0
1227,111,2011-03-17,kashani,1,4,0
1228,101,2011-03-17,geoffc,3,8,0
1229,101,2011-03-17,mikemurf22,3,0,0
1230,101,2011-03-17,Drew Freyling,1,0,0
1231,101,2011-03-17,Tieson T.,2,14,0
1232,23,2011-03-17,jgombala,5,0,0
1235,400,2011-03-17,sreimer,34,25,0
1236,101,2011-03-17,stukelly,2,11,0
1237,101,2011-03-18,Jax,2,4,0
1238,341,2011-03-18,50LV3R,33,6,0
1239,101,2011-03-18,reustmd,2,0,0
1241,101,2011-03-18,NinjaBomb,2,2,0
1242,101,2011-03-18,Mansuro,1,2,0
1245,103,2011-03-18,Yordan Georgiev,7,42,0
1246,101,2011-03-18,Holocryptic,2,1,0
1247,185,2011-03-18,Philippe Lavoie,9,11,0
1248,194,2011-03-18,Dan Andrews,33,12,1
1250,101,2011-03-19,user1250,6,4,0
1251,101,2011-03-19,fabrizioM,1,3,0
1252,101,2011-03-19,sumar,5,11,0
1253,239,2011-03-19,Vasilis Lourdas,31,9,0
1255,101,2011-03-20,Vitaly,2,0,0
1256,759,2011-03-20,Michael McGowan,32,18,0
1257,101,2011-03-20,Yannick Loiseau,1,0,0
1258,1306,2011-03-20,John Sansom,104,45,0
1259,451,2011-03-20,MK01,64,24,0
1260,525,2011-03-20,donk,14,1,0
1261,101,2011-03-20,Amy,2,0,0
1262,460,2011-03-20,Robert L Davis,138,4,5
1264,193,2011-03-21,Zypher,8,0,0
1266,101,2011-03-21,PBelanger,2,2,0
1267,101,2011-03-21,Mercer Traieste,1,0,0
1268,3660,2011-03-21,Morgan Tocker,650,33,0
1270,1,2011-03-21,Ergoface,2,0,0
1271,173,2011-03-22,Dexter,5,0,0
1273,101,2011-03-22,jwwishart,5,0,0
1275,161,2011-03-22,Mike Woodhouse,4,1,0
1276,135,2011-03-22,Eric Wilson,16,21,0
1277,131,2011-03-22,Poul,5,0,0
1278,101,2011-03-22,ogerard,1,2,0
1281,144,2011-03-22,maclema,12,1,0
1282,161,2011-03-22,Tim,5,0,0
1284,101,2011-03-22,Cédric Boivin,2,2,0
1285,2549,2011-03-23,8kb,76,594,2
1288,1157,2011-03-23,squillman,81,188,10
1290,1021,2011-03-24,RobPaller,85,111,1
1291,117,2011-03-24,Mithun Sreedharan,6,8,0
1292,153,2011-03-24,John Wordsworth,6,0,0
1293,101,2011-03-24,Jarod Elliott,6,7,0
1294,143,2011-03-24,Peter Lang,15,7,0
1295,1124,2011-03-24,Thomas Rushton,74,312,1
1296,101,2011-03-24,almog.ori,3,0,0
1297,357,2011-03-24,Data-Base,83,31,0
1299,213,2011-03-25,Ozzah,7,1,0
1300,101,2011-03-25,Jon P,4,0,0
1303,403,2011-03-25,Jaco Briers,12,4,0
1304,101,2011-03-25,Alex Recarey,4,1,0
1308,101,2011-03-26,MacGucky,1,0,0
1309,101,2011-03-26,Adam Gibbins,2,0,0
1310,171,2011-03-26,canadiancreed,3,8,0
1311,101,2011-03-26,DKnight,1,1,0
1312,101,2011-03-26,Data Monk,1,1,0
1313,101,2011-03-26,Saul Dolgin,3,6,0
1314,111,2011-03-26,bancer,8,5,0
1316,101,2011-03-26,pmg,1,0,0
1319,929,2011-03-27,Faheem Mitha,33,13,0
1320,101,2011-03-27,Nick,2,0,0
1321,1143,2011-03-28,Manjot,46,27,0
1322,161,2011-03-28,Lima,1,18,0
1323,695,2011-03-28,Jim Dennis,21,6,0
1324,101,2011-03-28,Mohammed Swillam,3,1,0
1325,263,2011-03-28,Matt F,11,5,0
1326,257,2011-03-28,Simon Richter,27,6,0
1327,101,2011-03-28,Yonatan Maman,1,1,0
1328,101,2011-03-28,Maxwell,4,1,0
1329,296,2011-03-28,Brent D,7,19,0
1330,175,2011-03-29,brycemcd,9,11,0
1331,101,2011-03-29,nicerobot,2,2,0
1333,401,2011-03-29,ta.speot.is,53,9,1
1334,235,2011-03-29,EddyR,8,2,0
1335,101,2011-03-29,Andre,1,0,0
1336,1875,2011-03-29,Nicolas de Fontenay,166,149,3
1337,157,2011-03-29,Martijn,2,17,0
1338,165,2011-03-29,Mark B,15,0,0
1339,447,2011-03-29,JYelton,23,54,0
1340,101,2011-03-29,Cymen,1,4,0
1341,101,2011-03-29,jbehren,1,0,0
1342,4866,2011-03-29,Chris Aldrich,433,1561,18
1343,101,2011-03-29,EmmyS,2,0,0
1345,101,2011-03-30,neocanable,2,0,0
1346,101,2011-03-30,Rob van Wijk,6,3,0
1347,163,2011-03-30,Karsten,5,7,0
1348,515,2011-03-30,AaronJAnderson,31,10,0
1350,265,2011-03-30,orbfish,19,4,0
1351,101,2011-03-30,Steven Magana-Zook,1,0,0
1352,101,2011-03-31,dting,2,0,0
1353,441,2011-03-31,Josh Smeaton,33,9,0
1354,101,2011-03-31,Kyle Brantley,2,0,0
1356,101,2011-03-31,Viacheslav Molokov,1,1,0
1357,3653,2011-03-31,nvogel,348,121,34
1358,131,2011-03-31,Peter G.,11,30,0
1359,171,2011-03-31,user1359,12,0,0
1360,101,2011-03-31,Julio Guerra,1,2,0
1361,123,2011-03-31,Christopher Bottoms,1,1,0
1362,101,2011-03-31,Tony,4,0,0
1363,131,2011-03-31,Jader Dias,7,1,0
1364,101,2011-03-31,TheBoyan,5,3,0
1365,21,2011-03-31,user1365,1,0,0
1366,1,2011-03-31,Sam Elstob,2,0,0
1367,101,2011-03-31,Chris Eberle,5,0,0
1368,1,2011-04-01,NPSammy,2,0,0
1369,2645,2011-04-01,Sankar Reddy,127,6,1
1370,381,2011-04-01,dole doug,17,4,0
1371,101,2011-04-01,eisberg,1,0,0
1372,101,2011-04-01,IanN,1,0,0
1373,101,2011-04-01,DGreen,2,0,0
1375,101,2011-04-01,Dolph,1,0,0
1376,261,2011-04-01,goodside,12,1,0
1378,153,2011-04-02,Иван Бишевац,17,2,0
1379,161,2011-04-02,jamespo,2,0,0
1380,275,2011-04-02,nabrond,13,19,2
1381,101,2011-04-02,Victor,1,0,0
1382,101,2011-04-02,Ken Taylor,4,0,0
1383,163,2011-04-02,Nestor,18,0,0
1385,101,2011-04-03,claws,7,0,0
1388,173,2011-04-03,Psyche,17,2,0
1390,159,2011-04-03,Ünsal Korkmaz,7,0,0
1391,101,2011-04-04,J.K.,1,0,0
1392,253,2011-04-04,Olgun Kaya,9,3,0
1393,103,2011-04-04,Guy C,3,1,0
1394,101,2011-04-04,Rick,3,0,0
1396,37436,2011-04-04,Jack Douglas,4705,4711,379
1397,461,2011-04-04,Warrior Bob,12,98,1
1399,101,2011-04-05,nick,1,2,0
1401,581,2011-04-05,someName,22,2,0
1402,99,2011-04-05,Umesh Awasthi,2,2,0
1403,101,2011-04-05,Don,1,0,0
1404,1,2011-04-05,mck66productions,1,0,0
1406,61,2011-04-05,Jason v.,2,0,0
1407,101,2011-04-05,Wh1T3h4Ck5,1,2,0
1408,101,2011-04-06,Bharat Patil,1,0,0
1409,201,2011-04-06,Gumbo,5,0,0
1411,101,2011-04-06,JonathanMueller,15,5,0
1413,579,2011-04-06,EngineeringSQL,47,11,0
1414,285,2011-04-06,Kit Sunde,4,12,2
1415,239,2011-04-06,roman,16,0,0
1416,1,2011-04-06,gathda,2,0,0
1417,101,2011-04-06,Pete Stensønes,2,10,0
1419,140,2011-04-06,TroubleshootingSQL,5,0,0
1420,116,2011-04-06,Dan McGrath,14,4,0
1421,151,2011-04-07,Gabe,11,7,0
1422,1,2011-04-07,Hellmun,1,0,0
1423,361,2011-04-07,Matty Bear,5,7,0
1424,101,2011-04-07,Can Burak Çilingir,1,0,0
1425,101,2011-04-07,Jerry Asher,2,0,0
1426,1127,2011-04-07,David Clarke,39,47,0
1428,171,2011-04-07,BerggreenDK,7,1,0
1429,133,2011-04-07,Zachary,3,12,0
1430,101,2011-04-07,Hugh Bothwell,2,0,0
1431,101,2011-04-07,David,4,25,0
1432,101,2011-04-07,nix,1,2,0
1433,101,2011-04-07,nuc,3,4,0
1434,146,2011-04-07,Nathan Voxland,10,1,0
1436,101,2011-04-08,Mike Ramirez,1,4,0
1437,101,2011-04-08,Guttsy,2,0,0
1438,381,2011-04-08,Endy Tjahjono,65,39,0
1439,543,2011-04-08,Matthew Watson,22,12,1
1440,101,2011-04-08,ALoR,2,0,0
1443,155,2011-04-09,JustinStolle,7,11,0
1444,101,2011-04-09,forcefsck,2,0,0
1445,101,2011-04-09,Quazi Irfan,2,1,0
1446,101,2011-04-09,user1446,2,0,0
1448,141,2011-04-09,artofsql,3,1,0
1449,101,2011-04-09,Cakemox,2,0,0
1450,191,2011-04-10,GilaMonster,39,1,0
1451,101,2011-04-10,Majenko,5,0,0
1453,173,2011-04-11,Guillermo Vasconcelos,11,1,0
1454,171,2011-04-11,Marplesoft,4,3,0
1455,101,2011-04-11,CYREX,7,3,0
1456,131,2011-04-11,Jonas Lejon,1,1,0
1457,101,2011-04-11,Bert Lamb,2,1,0
1458,101,2011-04-11,pohl,1,0,0
1460,101,2011-04-12,Martin Duys,1,2,0
1461,101,2011-04-12,kuhkatz,2,0,0
1466,101,2011-04-13,Drew Stephens,1,10,0
1468,173,2011-04-13,Laramie,4,1,0
1469,5938,2011-04-13,StanleyJohns,785,346,2
1470,692,2011-04-13,DaniSQL,46,457,0
1471,101,2011-04-13,Mark Canlas,3,2,0
1472,101,2011-04-13,Mike Rosenblum,7,1,0
1473,218,2011-04-13,Dustin Laine,31,8,0
1474,153,2011-04-14,ScottEdwards2000,4,14,0
1475,101,2011-04-14,baldy,3,12,0
1476,103,2011-04-14,Ian Mackinnon,3,20,0
1477,225,2011-04-14,paulmorriss,29,13,0
1478,181,2011-04-14,SPE109,4,5,0
1480,221,2011-04-14,user1480,3,0,0
1481,133,2011-04-14,Peter K.,4,33,0
1482,101,2011-04-14,Srikanth,1,1,0
1483,53,2011-04-14,Adam,11,0,0
1484,101,2011-04-14,Simon,4,7,0
1485,343,2011-04-14,Nick,34,0,0
1486,101,2011-04-15,Anthony,1,0,0
1487,151,2011-04-15,bala3569,12,1,0
1488,143,2011-04-15,Pedro Mendes,4,2,0
1490,533,2011-04-15,eagerMoose,23,3,0
1492,101,2011-04-15,Sake,1,0,0
1493,101,2011-04-15,redman,1,4,0
1494,101,2011-04-15,Phil C,4,0,0
1495,101,2011-04-15,entropo,2,1,0
1496,101,2011-04-16,proximus,2,0,0
