id,posttypeid,posttype,title,acceptedanswerid,parentid,creationdate,score,viewcount,owneruserid,lasteditoruserid,tags
804,1,Question,"What tools are there for data masking? (MySQL, Linux)",,,2011-01-23,14,25885,45,-1,<mysql><linux><testing>
811,1,Question,Is there any difference between Rem and -- comments for SQL*Plus?,836,,2011-01-23,15,35883,44,6,<oracle><oracle-11g><sqlplus>
818,1,Question,Using SQL Profiler on a database thats in production,821,,2011-01-23,28,18671,588,588,<sql-server><profiler>
821,2,Answer,,,818,2011-01-24,19,,81,81,
822,1,Question,Shouldnt SQL Server Support RANGE?,824,,2011-01-24,9,421,631,630,<sql-server><sql-server-2012>
825,1,Question,What is a good way to store a large number of columns?,,,2011-01-24,18,3507,632,2639,<database-design>
827,2,Answer,,,811,2011-01-24,2,,171,171,
828,2,Answer,,,818,2011-01-24,7,,630,630,
829,2,Answer,,,822,2011-01-24,3,,81,-1,
830,1,Question,Error Querying MySQL server linked to SQL Server 2008,833,,2011-01-24,6,12056,542,877,<mysql><sql-server-2008><database-link>
831,1,Question,Connect a linked server to MS Reporting Service?,834,,2011-01-24,2,1979,542,25,<mysql><sql-server-2008><ssrs>
836,2,Answer,,,811,2011-01-24,21,,154,154,
838,1,Question,What does TBSCAN GENROW mean in Explain Plan?,839,,2011-01-24,2,2609,39,39,<db2><explain>
849,2,Answer,,,825,2011-01-24,6,,632,877,
851,2,Answer,,,52,2011-01-24,3,,18,18,
854,1,Question,Rebuilding the transaction log,899,,2011-01-25,21,66013,655,-1,<sql-server><sql-server-2005><recovery><dbcc-checkdb>
857,2,Answer,,,854,2011-01-25,12,,260,1192,
858,1,Question,Why wont some DBMSs allow rollback for certain DDL statements?,869,,2011-01-25,21,3945,659,154,<ddl><feature-comparison><rollback><database-agnostic>
859,1,Question,EXP-00085 warnings while doing full backup,860,,2011-01-25,6,2402,470,171,<oracle><export>
861,1,Question,Optimize this SQL query for performance,862,,2011-01-25,4,1318,592,2660,<sql-server><stored-procedures>
863,2,Answer,,,858,2011-01-25,5,,418,-1,
865,2,Answer,,,861,2011-01-25,2,,61,630,
866,1,Question,What is a Clustered Index?,868,,2011-01-25,15,7787,660,877,<sql-server><clustered-index><interview-question>
868,2,Answer,,,866,2011-01-25,15,,630,630,
870,2,Answer,,,797,2011-01-25,2,,154,154,
871,1,Question,MySQL Error 10048 on nested Delphi Queries,895,,2011-01-25,2,466,343,171,<mysql-5>
872,1,Question,MySQL: Index when joining to tables not being used (Performance optimizing question),2808,,2011-01-25,6,6762,661,877,<mysql><performance><index><query><optimization>
874,2,Answer,,,866,2011-01-25,2,,650,650,
875,1,Question,SQL Server 2005 : How to use pivot instead of a bunch of case statements?,878,,2011-01-25,5,1630,650,877,<sql-server-2005><syntax><pivot>
877,1,Question,Detect Index Coalesce,885,,2011-01-25,4,1894,154,154,<oracle><oracle-11g-r2><index>
883,2,Answer,,,858,2011-01-25,10,,674,2660,
886,1,Question,Changed max_allowed_packet and still receiving Packet Too Large error,2383,,2011-01-26,8,8411,43,877,<mysql><backup><mysqldump><mysql-5>
887,1,Question,Will this Database design logic work and what should be used?,,,2011-01-26,2,432,682,171,<mysql><database-design><database-recommendation><innodb>
889,1,Question,What is the corresponding MySQL TimeStamp in MS SQL Server?,891,,2011-01-26,4,5553,660,877,<mysql>
899,2,Answer,,,854,2011-01-26,20,,686,1192,
904,1,Question,MySQL data type for 128 bit integers,,,2011-01-26,14,12129,687,740,<mysql><datatypes>
905,1,Question,"Why do MySQL threads often show ""freeing items"" status when the query cache is disabled?",,,2011-01-26,17,23434,278,877,<mysql><innodb>
909,2,Answer,,,861,2011-01-26,0,,508,508,
916,1,Question,How do I copy a table with SELECT INTO but ignore the IDENTITY property?,925,,2011-01-26,48,66757,136,1192,<sql-server><sql-server-2005><identity>
921,2,Answer,,,916,2011-01-26,-2,,203,39,
925,2,Answer,,,916,2011-01-26,61,,247,1192,
928,1,Question,Unexplained InnoDB timeouts,,,2011-01-26,11,2335,701,877,<mysql><query><innodb><locked-objects>
929,1,Question,How to dive into an ugly database?,,,2011-01-26,26,4036,18,1192,<database-design>
936,2,Answer,,,916,2011-01-27,37,,136,136,
943,1,Question,Expired archived logs not deleted from RMAN catalogue,,,2011-01-27,4,92416,63,154,<oracle><backup><rman>
947,2,Answer,,,929,2011-01-27,5,,81,81,
948,2,Answer,,,299,2011-01-27,16,,63,63,
949,1,Question,Storing a large number of small size entries in MySQL,952,,2011-01-27,3,915,43,43,<mysql><mysql-5><schema>
950,1,Question,"How can I configure PostgreSQL 9.0 to start automatically under Windows XP, Part II?",,,2011-01-27,2,1452,365,-1,<postgresql><windows>
952,2,Answer,,,949,2011-01-27,2,,51,51,
954,2,Answer,,,943,2011-01-27,2,,154,154,
956,1,Question,Resolving issue with mysql.proc after upgrading MySQL from 5.0.* to 5.1.*,964,,2011-01-27,6,15284,456,456,<mysql><stored-procedures><mysql-5>
973,1,Question,Oracle Creating ER Diagrams and Data Dictionaries,980,,2011-01-28,19,16435,648,1396,<oracle><database-design>
977,1,Question,Local package wont compile when remote package recompiles. (Oracle),979,,2011-01-28,1,4869,154,154,<oracle>
991,1,Question,Linked Server Problem,993,,2011-01-30,1,6216,746,630,<sql-server-2008><sql-server-2005>
999,2,Answer,,,973,2011-01-31,5,,171,264,
1002,1,Question,How to get the MAX row,1004,,2011-02-01,21,9291,508,1186,<sql-server>
1004,2,Answer,,,1002,2011-02-01,21,,630,630,
1006,1,Question,SQL Server 2000 : List and Disable all triggers,1007,,2011-02-01,6,6298,769,877,<sql-server-2000>
1007,2,Answer,,,1006,2011-02-01,6,,630,630,
1008,1,Question,Whats a good way to add a PRIMARY KEY to a large InnoDB table?,1009,,2011-02-01,8,5116,770,877,<mysql><innodb><primary-key>
1014,1,Question,How different are the top DB vendors SQL (DML-) dialects from each other?,1022,,2011-02-02,7,4959,515,10832,<sql-standard><feature-comparison><dml>
1015,1,Question,Concurrent INSERTs in XtraDB (InnoDB),1030,,2011-02-02,2,580,762,877,<mysql><innodb><insert>
1016,1,Question,google database api,1117,,2011-02-02,4,541,776,171,<google-app-engine>
1018,1,Question,MySQL : DROP TABLE Starting with a Prefix,1369,,2011-02-02,8,21337,22,877,<mysql>
1019,2,Answer,,,1018,2011-02-02,4,,418,418,
1021,1,Question,How to restore multiple backups,1023,,2011-02-02,7,16625,693,693,<sql-server><sql-server-2008><backup><restore>
1022,2,Answer,,,1014,2011-02-02,10,,154,-1,
1031,1,Question,How do you handle adding nullable columns to each other in a query?,1032,,2011-02-02,5,125,594,594,<sql-server-2005>
1034,1,Question,"Cant stop replication sp_dropdistpublisher responds ""there are subscribers defined""",1037,,2011-02-02,2,3126,784,807,<sql-server><sql-server-2008>
1038,1,Question,"Moving tables to another SQL2008 database (including indexes, triggers, etc.)",1053,,2011-02-03,16,34611,157,119,<sql-server><sql-server-2008><migration>
1040,1,Question,Software Engineers and DBAs,1055,,2011-02-03,7,1942,440,1192,<terminology>
1041,2,Answer,,,1038,2011-02-03,8,,630,630,
1043,1,Question,What problems will I get creating a database per customer?,1058,,2011-02-03,57,38688,729,-1,<mysql><database-design><database-recommendation>
1051,2,Answer,,,1043,2011-02-03,15,,18,6235,
1052,1,Question,Best way to sync a table between two sql server databases with an identity key,1054,,2011-02-03,3,8809,795,-1,<sql-server-2008>
1053,2,Answer,,,1038,2011-02-03,9,,157,157,
1058,2,Answer,,,1043,2011-02-04,45,,805,29967,
1061,1,Question,SAN Storage & Server for Oracle Replication,1062,,2011-02-04,2,663,746,154,<oracle><replication><storage>
1068,1,Question,Asynch Descriptor Resize explanation,1209,,2011-02-04,1,12003,154,154,<oracle-11g><windows><waits>
1082,1,Question,Easy path to REST on SQL Server?,1087,,2011-02-05,7,14553,297,297,<sql-server><freetds><unixodbc>
1083,1,Question,LIKE to select the independent existence of the word whereever in the text,1085,,2011-02-05,7,6010,393,3684,<sql-server-2008><query><pattern-matching>
1085,2,Answer,,,1083,2011-02-05,8,,630,508,
1089,2,Answer,,,950,2011-02-05,2,,86,86,
1098,1,Question,"Fetch first 9 records and make one more record which will be as ""Others"" in MySQL",,,2011-02-06,5,2533,825,877,<mysql><stored-procedures><optimization>
1099,1,Question,Why are so many MPP solutions based on PostgreSQL instead of MySQL?,1105,,2011-02-06,8,6197,71,-1,<mysql><postgresql><data-warehouse><rdbms><parallelism>
1100,2,Answer,,,1098,2011-02-06,2,,418,171,
1103,1,Question,Date alignment and pair matching extraction best done with TSQL or C#?,1150,,2011-02-06,6,903,171,171,<sql-server-2008><query>
1106,2,Answer,,,1103,2011-02-07,6,,831,831,
1107,2,Answer,,,515,2011-02-07,22,,832,45616,
1108,2,Answer,,,2,2011-02-07,5,,832,212,
1109,2,Answer,,,929,2011-02-07,6,,832,212,
1115,1,Question,TOP X of SQL Server in MySQL Analog,1116,,2011-02-07,4,529,81,877,<mysql>
1121,1,Question,How to differentiate between SQL and PL/SQL?,1123,,2011-02-07,16,14469,44,-1,<oracle><oracle-11g-r2><sqlplus><plsql>
1122,2,Answer,,,1121,2011-02-07,12,,63,63,
1126,1,Question,Does separating VARCHAR values based on size have a performance gain?,1127,,2011-02-07,4,287,841,3684,<sql-server><sql-server-2005><performance><eav>
1129,2,Answer,,,1121,2011-02-08,5,,171,171,
1130,1,Question,Why would  running ALTER TABLE  on a  column cause it to go from NOT NULL to NULL?,1131,,2011-02-08,8,463,842,877,<sql-server><sql-server-2008><sql-server-2005>
1141,1,Question,Is there any trick that allows to use Management Studios (ver. 2008) IntelliSense feature with earlier versions of SQL Server?,1142,,2011-02-08,4,141,76,-1,<sql-server><intellisense>
1144,1,Question,How do you approach refactoring an ugly procedure/query?,1149,,2011-02-09,6,829,594,6965,<stored-procedures><query-refactor>
1145,2,Answer,,,1144,2011-02-09,4,,18,-1,
1146,1,Question,Alternatives to an INSERT Trigger,,,2011-02-09,5,3672,854,877,<oracle><plsql><trigger>
1148,2,Answer,,,1146,2011-02-09,8,,154,154,
1149,2,Answer,,,1144,2011-02-09,11,,154,-1,
1151,1,Question,How to find the actual space being consumed by indexes on a table in Oracle?,,,2011-02-09,13,63803,914,2047,<oracle><oracle-10g>
1153,1,Question,cursor: pin S wait on X in 11g,,,2011-02-09,3,5187,859,2047,<oracle><oracle-11g>
1160,1,Question,Any reasons at all *not* to use MySQL in this scenario,1164,,2011-02-10,3,463,371,-1,<mysql><database-recommendation>
1163,2,Answer,,,629,2011-02-10,5,,171,807,
1165,2,Answer,,,905,2011-02-10,7,,814,814,
1170,1,Question,Oracle SQL - CASE in a WHERE clause,1171,,2011-02-10,7,163232,874,154,<oracle><case>
1172,2,Answer,,,1170,2011-02-11,6,,247,154,
1177,1,Question,a query that listing all rows and sizes of tables in a Database,1178,,2011-02-11,1,117,746,10790,<sql-server-2005>
1178,2,Answer,,,1177,2011-02-11,0,,63,-1,
1183,1,Question,Examples of SQL transaction procedures for sales tracking or a financial database,1186,,2011-02-12,5,4617,886,-1,<sql-server><database-design><stored-procedures>
1184,2,Answer,,,33,2011-02-12,3,,877,877,
1185,2,Answer,,,194,2011-02-12,20,,877,-1,
1192,1,Question,Question on Design for User + User Groups + User Types + Subscriptions Model,,,2011-02-12,3,1170,889,81,<mysql><database-design><primary-key><foreign-key>
1200,2,Answer,,,916,2011-02-13,3,,136,10832,
1201,1,Question,Why do we need to backup Oracle archive logs along with datafiles,1204,,2011-02-13,12,23331,895,154,<oracle><backup><rman>
1202,1,Question,How can I disable async IO or isolate one session that slows or freezes other sessions?,,,2011-02-13,5,620,894,894,<sql-server-2005>
1203,2,Answer,,,1038,2011-02-13,4,,136,-1,
1205,2,Answer,,,1201,2011-02-14,7,,154,154,
1206,1,Question,How-to implement an entity with an unknown maximum number of attributes?,1207,,2011-02-14,12,511,906,247,<postgresql><database-design><schema>
1209,2,Answer,,,1068,2011-02-14,1,,154,154,
1223,1,Question,AWR Report - Tuning Database,,,2011-02-14,3,5575,859,555,<oracle-11g><database-tuning>
1224,2,Answer,,,1223,2011-02-14,1,,555,555,
1237,4,Tag wiki excerpt,,,,2011-02-15,0,,154,993,
1243,1,Question,Best method to give two Oracle databases on the same server access to common data,,,2011-02-15,4,1723,136,136,<oracle><database-recommendation>
1245,1,Question,Is the ADO.NET Entity Framework known for generating poorly performing queries?,1255,,2011-02-15,6,1535,76,-1,<sql-server><performance><orm><entity-framework><ado.net>
1247,2,Answer,,,1243,2011-02-15,4,,154,154,
1258,1,Question,Execute PL/SQL script block in C#,1264,,2011-02-16,3,11207,914,114,<oracle-10g>
1260,1,Question,"Keeping ""SQL Trace was started"" and ""SQL Trace stopped"" from filling up my SQL logs",,,2011-02-16,4,3015,157,157,<sql-server-2008>
1261,1,Question,How to safely change MySQL innodb variable innodb_log_file_size?,1265,,2011-02-16,113,214877,180,877,<mysql><innodb><myisam><logs>
1264,2,Answer,,,1258,2011-02-16,1,,136,136,
1265,2,Answer,,,1261,2011-02-16,89,,877,877,
1267,1,Question,Where all can the /*+ PARALLEL */ hint be used?,1269,,2011-02-16,3,69465,44,63,<oracle><performance><oracle-11g-r2><hints>
1268,1,Question,Best Setup for Database Cluster,,,2011-02-16,5,868,850,171,<sql-server-2008><clustering>
1274,1,Question,MySQL Config on Mac,1277,,2011-02-16,3,668,932,877,<mysql>
1277,2,Answer,,,1274,2011-02-17,3,,877,877,
1283,1,Question,Are there any good and free tools for managing a PostgreSQL database?,1727,,2011-02-17,21,19539,106,106,<postgresql><tools><management>
1285,1,Question,How do I list all databases and tables using psql?,1288,,2011-02-17,1424,2883630,106,2660,<postgresql><tools><psql><command-line>
1298,1,Question,Migrating from NTEXT to NVARCHAR(MAX),1299,,2011-02-17,5,3288,393,30859,<sql-server><datatypes><alter-table><type-conversion>
1299,2,Answer,,,1298,2011-02-17,6,,136,6219,
1301,1,Question,What is the difference between Oracles VARCHAR and VARCHAR2 datatypes?,1303,,2011-02-17,20,24933,136,2660,<oracle><datatypes>
1303,2,Answer,,,1301,2011-02-17,26,,154,154,
1304,2,Answer,,,1285,2011-02-17,460,,877,877,
1306,1,Question,SQL Server 2005: Integration Services Stored Packages is empty. Why?,,,2011-02-17,1,1429,773,244,<sql-server-2005><ssis>
1311,1,Question,SQL 2005 Full Recovery Mode Point in Time Restore w/out Backup,,,2011-02-17,4,812,944,944,<sql-server><sql-server-2005><restore>
1315,1,Question,What is the best way to find out how many records do not have a proper phone number in SQL Server?,,,2011-02-17,11,386,795,247,<sql-server><sql-server-2008><query>
1316,2,Answer,,,1306,2011-02-17,5,,81,81,
1317,2,Answer,,,1315,2011-02-17,7,,81,81,
1319,2,Answer,,,1298,2011-02-18,2,,116,1192,
1322,1,Question,How can I rewrite for SQL Server a trigger that writing for Oracle?,1323,,2011-02-18,9,664,746,171,<oracle><sql-server-2008><trigger>
1329,1,Question,What Mechanism does MySQL use to schedule Backups on Windows Server 2008?,,,2011-02-18,8,1870,959,877,<mysql><backup><windows><mysql-5.1>
1330,1,Question,The SELECT permission was denied on the (View) object after explicit grant select on view to user,,,2011-02-18,7,10741,374,630,<sql-server-2005><security>
1334,1,Question,Group data by non-unique keys by distinct time range,,,2011-02-18,6,670,859,1192,<oracle><group-by><gaps-and-islands>
1336,2,Answer,,,1334,2011-02-18,0,,63,1192,
1337,2,Answer,,,1330,2011-02-18,4,,374,374,
1346,1,Question,A database for digital assets,1399,,2011-02-19,8,260,966,154,<database-recommendation>
1350,1,Question,How do I find PostgreSQLs data directory?,,,2011-02-20,181,254456,816,15356,<postgresql><mac-os-x>
1354,2,Answer,,,1350,2011-02-20,25,,972,-1,
1355,1,Question,Why do primary keys have names of their own?,,,2011-02-20,19,3376,136,877,<primary-key>
1356,2,Answer,,,1350,2011-02-20,214,,82,18790,
1359,1,Question,SQL Server: filegroup for system tables only?,12074,,2011-02-20,12,1530,630,171,<sql-server><filegroups><disk-structures>
1366,2,Answer,,,1355,2011-02-20,3,,877,877,
1369,2,Answer,,,1018,2011-02-21,11,,877,877,
1370,2,Answer,,,1334,2011-02-21,3,,385,1192,
1371,1,Question,Problem with MySQL subquery,1384,,2011-02-21,16,7484,983,993,<mysql>
1372,1,Question,PostgreSQL: SET-ing from psql arguments,1376,,2011-02-21,8,4892,972,-1,<performance><postgresql><ubuntu>
1373,2,Answer,,,1372,2011-02-21,4,,51,51,
1374,1,Question,How do I query this 20 million record view faster?,,,2011-02-21,14,8238,393,2660,<sql-server><index><optimization><view>
1381,1,Question,"""Procedure: XXXX has an unresolved reference to object XXXX"" errors",,,2011-02-21,5,9293,67,154,<sql-server><stored-procedures><visual-studio><deployment>
1382,1,Question,How do I fix a login timout in SQL Server 2005 when using a linked server and a stored procedure called from a SQL Agent Job?,,,2011-02-21,4,7426,986,807,<sql-server-2005><security>
